Age,Income,Children,Population,Marital_Divorced,Marital_Married,Marital_NeverMarried,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,State,Area,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Techie
0.7200244175010149,-0.39844242542210295,-0.9730974279891007,-0.6782402219812482,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,75.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.2605085685230661,-0.6414381137166429,-0.5069539640808115,0.04104163374405092,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,277.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
-0.1494778690461427,-1.0700493364949875,0.8914764276440564,-0.42274588871679486,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,114.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.2460892342180491,-0.739935206626336,-0.5069539640808115,0.27718557119729337,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,518.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.4446096562903128,0.009509333859997252,-0.9730974279891007,0.10365398590461213,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,600.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.4446096562903128,-0.6075810447488612,0.4253329637357671,0.5424242109238209,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,236.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
1.2513869259465,-1.0042108510514587,-0.9730974279891007,-0.5056761564791276,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,181.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-1.1155915207652067,-0.46231135172134147,-0.04081050017252216,0.9185820837824683,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,202.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.1977835516320959,0.6672216040462995,-0.04081050017252216,0.5182362161598071,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,323.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.5895267040481724,0.36944502720251565,-0.5069539640808115,0.7146427336435984,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,359.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.453731298866879,-0.6103982443165309,2.2899068193689245,-0.6425110982869766,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,548.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.1403562264695765,-0.7605985681345608,-0.04081050017252216,1.6254243993434176,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.4446096562903128,1.5544293295800333,-0.9730974279891007,-0.6424419897305079,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,279.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.1155915207652067,0.8664560836602525,-0.5069539640808115,-0.11659498356084987,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,413.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
-0.6808403774916278,1.7454450281156262,0.4253329637357671,-0.5362221384382535,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,225.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.47849600457124886,-0.2886846846304175,-0.9730974279891007,2.7800210522644946,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,518.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.3335789568133893,0.15368687480354726,-0.04081050017252216,-0.17989842128609718,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,277.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
0.3818846393993425,-0.01926685367366535,0.4253329637357671,-0.026892077264593306,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,181.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
-1.453731298866879,-0.7197534267800563,0.4253329637357671,-0.46130846322627955,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,180.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.7291460600775811,-0.0064363700577387785,0.8914764276440564,-0.6760978567307213,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,413.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
-1.1155915207652067,0.20938096125038688,0.4253329637357671,0.31706120827968165,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,359.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.052866503874236304,-0.4381298572184218,0.4253329637357671,-0.6545359871125148,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,279.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7200244175010149,1.4136947963093733,-0.04081050017252216,-0.5293112827913924,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0581641956026873,-0.3999190632332325,0.4253329637357671,-0.028896225402183014,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,359.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.1547755607745935,-0.9655379654642264,-0.5069539640808115,1.3625354505368228,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,323.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.29439491680400226,-1.100076077144915,-0.5069539640808115,-0.4673900161955173,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,114.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
0.8166357826729213,0.14447020265819885,-0.9730974279891007,-0.2902647859664683,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,277.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-1.5986483466247385,-1.0391150677830723,0.4253329637357671,-0.5622760642269197,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,83.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
0.768330100086968,-0.22548409020345886,0.8914764276440564,2.9462271305715033,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,119.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
-0.3910062819759087,0.12678102429103716,3.2221937471855027,0.09784886716124884,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,540.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.6325346949056747,-0.6382803696477745,-0.9730974279891007,-0.5588897449599577,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,359.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.3963039737043597,0.4307185862522431,1.823763355460635,-0.6338725287284003,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,171.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.009858513016734,-0.4912820854892997,1.3576198915523456,-0.6714675834473244,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,277.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.768330100086968,-1.0132793987415512,0.8914764276440564,-0.5760286669641732,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,413.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
-0.052866503874236304,-1.1170480213076786,-0.5069539640808115,0.2937716247497599,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,277.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.3088142511090195,-1.0521454131041772,-0.04081050017252216,-0.23898623706675926,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,71.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
-1.3571199336949726,-0.12674319436262665,-0.5069539640808115,-0.3312461599523544,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,188.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6234130523291085,-0.5105829146280038,-0.5069539640808115,0.7324036326560314,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.9132471478448276,0.37316940046744745,-0.5069539640808115,-0.5341488817441952,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,548.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
